GOA	RepOver	RepCov	Gene	Locus	GeneLen	Product
NA	0	0	NA	ATV_gp01	165	hypothetical protein
NA	1	29	NA	ATV_gp02	822	hypothetical protein
NA	0	0	NA	ATV_gp03	240	hypothetical protein
NA	0	0	NA	ATV_gp04	180	hypothetical protein
NA	0	0	NA	ATV_gp05	147	hypothetical protein
NA	0	0	NA	ATV_gp06	354	DNA binding protein
NA	0	0	NA	ATV_gp07	213	hypothetical protein
NA	0	0	NA	ATV_gp08	315	hypothetical protein
NA	0	0	NA	ATV_gp09	630	hypothetical protein
NA	0	0	NA	ATV_gp10	1230	putative transposase
NA	0	0	NA	ATV_gp11	249	hypothetical protein
NA	0	0	NA	ATV_gp12	360	hypothetical protein
NA	0	0	NA	ATV_gp13	177	hypothetical protein
NA	0	0	NA	ATV_gp14	186	hypothetical protein
NA	0	0	NA	ATV_gp15	384	hypothetical protein
NA	0	0	NA	ATV_gp16	528	hypothetical protein
NA	0	0	NA	ATV_gp17	243	hypothetical protein
NA	0	0	NA	ATV_gp18	636	hypothetical protein
NA	0	0	NA	ATV_gp19	297	hypothetical protein
NA	0	0	NA	ATV_gp20	138	hypothetical protein
NA	0	0	NA	ATV_gp21	723	hypothetical protein
NA	0	0	NA	ATV_gp22	348	hypothetical protein
NA	0	0	NA	ATV_gp23	504	hypothetical protein
NA	0	0	NA	ATV_gp24	261	hypothetical protein
NA	0	0	NA	ATV_gp25	336	hypothetical protein
NA	0	0	NA	ATV_gp26	303	hypothetical protein
GOA:Q3V4V9	0	0	NA	ATV_gp27	180	hypothetical protein
GOA:Q3V4V8	0	0	NA	ATV_gp28	570	hypothetical protein
NA	0	0	NA	ATV_gp29	183	hypothetical protein
NA	0	0	NA	ATV_gp30	486	hypothetical protein
NA	0	0	NA	ATV_gp31	468	hypothetical protein
NA	0	0	NA	ATV_gp32	564	hypothetical protein
NA	1	48	NA	ATV_gp33	981	hypothetical protein
GOA:Q3V4V4	0	0	NA	ATV_gp34	993	hypothetical protein
NA	0	0	NA	ATV_gp35	663	hypothetical protein
GOA:Q3V4V2	0	0	NA	ATV_gp36	297	hypothetical protein
NA	0	0	NA	ATV_gp37	255	hypothetical protein
NA	0	0	NA	ATV_gp38	246	hypothetical protein
NA	0	0	NA	ATV_gp39	414	hypothetical protein
NA	0	0	NA	ATV_gp40	1374	putative transposase
NA	1	31	NA	ATV_gp41	582	hypothetical protein
NA	0	0	NA	ATV_gp42	438	hypothetical protein
GOA:Q3V4U8	0	0	NA	ATV_gp43	1152	putative transposase
GOA:Q3V4R6	0	0	NA	ATV_gp44	906	hypothetical protein
NA	0	0	NA	ATV_gp45	486	hypothetical protein
NA	0	0	NA	ATV_gp46	117	hypothetical protein
NA	0	0	NA	ATV_gp47	444	hypothetical protein
NA	2	555	NA	ATV_gp48	2403	hypothetical protein
GOA:Q3V4U7	1	45	NA	ATV_gp49	1704	hypothetical protein
GOA:Q3V4U6	2	1011	NA	ATV_gp50	5823	hypothetical protein
NA	0	0	NA	ATV_gp51	405	hypothetical protein
NA	0	0	NA	ATV_gp52	684	hypothetical protein
GOA:Q3V4U3	0	0	NA	ATV_gp53	1590	hypothetical protein
NA	0	0	NA	ATV_gp54	105	hypothetical protein
NA	0	0	NA	ATV_gp55	861	hypothetical protein
NA	0	0	NA	ATV_gp56	834	hypothetical protein
NA	1	84	NA	ATV_gp57	1962	hypothetical protein
NA	0	0	NA	ATV_gp58	642	hypothetical protein
NA	0	0	NA	ATV_gp59	315	hypothetical protein
NA	0	0	NA	ATV_gp60	2133	hypothetical protein
NA	0	0	NA	ATV_gp61	2679	hypothetical protein
NA	0	0	NA	ATV_gp62	396	coat protein
NA	0	0	NA	ATV_gp63	1164	hypothetical protein
NA	0	0	NA	ATV_gp64	1089	hypothetical protein
NA	0	0	NA	ATV_gp65	513	hypothetical protein
GOA:Q3V4Q1	0	0	NA	ATV_gp66	1857	hypothetical protein
NA	0	0	NA	ATV_gp67	1638	hypothetical protein
NA	0	0	NA	ATV_gp68	1152	putative transposase
NA	0	0	NA	ATV_gp69	579	hypothetical protein
GOA:Q3V4Q0	0	0	NA	ATV_gp70	981	hypothetical protein
NA	0	0	NA	ATV_gp71	4005	hypothetical protein
GOA:Q3V4T7	0	0	NA	ATV_gp72	726	putative integrase
