GOA	RepOver	RepCov	Gene	Locus	GeneLen	Product
NA	0	0	NA	B109	334	hypothetical protein
NA	0	0	NA	C67	204	hypothetical protein
NA	0	0	NA	B130	393	hypothetical protein
NA	0	0	NA	A55	168	hypothetical protein
NA	0	0	NA	A510	1533	hypothetical protein
NA	0	0	NA	C63	192	hypothetical protein
NA	0	0	NA	C92	279	hypothetical protein
NA	0	0	NA	A61	186	hypothetical protein
NA	0	0	NA	A197	594	hypothetical protein
NA	0	0	NA	A223	672	hypothetical protein
NA	0	0	NA	C381	1146	hypothetical protein
NA	0	0	NA	D66	201	hypothetical protein
NA	0	0	NA	F75	228	hypothetical protein
NA	0	0	NA	B106	321	hypothetical protein
NA	0	0	NA	B116	351	hypothetical protein
NA	1	39	NA	A53	162	hypothetical protein
NA	0	0	NA	C118	357	hypothetical protein
NA	0	0	NA	A66	201	hypothetical protein
NA	0	0	NA	C57	174	hypothetical protein
NA	0	0	NA	A106	321	hypothetical protein
NA	0	0	NA	A137	414	hypothetical protein
NA	0	0	NA	B97	294	hypothetical protein
NA	0	0	NA	A58	177	hypothetical protein
NA	0	0	NA	B66b	201	hypothetical protein
NA	0	0	NA	F93	282	hypothetical protein
NA	0	0	NA	B66a	201	hypothetical protein
NA	0	0	NA	C121	366	hypothetical protein
NA	0	0	NA	A81	246	hypothetical protein
NA	5	355	NA	B124	375	hypothetical protein
NA	0	0	NA	A77	234	hypothetical protein
NA	0	0	NA	B264	795	hypothetical protein
NA	0	0	NA	A109	330	hypothetical protein
NA	0	0	NA	B164	495	hypothetical protein
NA	0	0	NA	B345	1038	coat protein
NA	1	282	NA	C557	1674	hypothetical protein
NA	0	0	NA	A51	156	hypothetical protein
