GOA	RepOver	RepCov	Gene	Locus	GeneLen	Product
NA	1	167	NA	crov001	417	hypothetical protein
NA	1	1468	NA	crov002	1785	hypothetical protein
NA	0	0	NA	crov003	168	hypothetical protein
NA	0	0	NA	crov004	417	putative eIF-2B/eIF-5
NA	0	0	NA	crov005	228	hypothetical protein
NA	0	0	NA	crov006	408	hypothetical protein
NA	0	0	NA	crov007	384	hypothetical protein
NA	0	0	NA	crov008	411	hypothetical protein
NA	0	0	NA	crov009	432	hypothetical protein
NA	3	808	NA	crov010	792	hypothetical protein
NA	0	0	NA	crov011	864	putative RNaseH
NA	2	56	NA	crov012	1206	hypothetical protein
NA	0	0	NA	crov013	1440	hypothetical protein
NA	0	0	NA	crov014	381	hypothetical protein
NA	0	0	NA	crov015	2742	putative DNA N6-adenine methyltransferase
NA	0	0	NA	crov016	168	hypothetical protein
NA	0	0	NA	crov017	240	hypothetical protein
NA	0	0	NA	crov018	2058	putative superfamily II helicase
NA	0	0	NA	crov019	1473	hypothetical protein
NA	0	0	NA	crov020	609	hypothetical protein
NA	1	40	NA	crov021	990	hypothetical protein
NA	1	287	NA	crov022	321	hypothetical protein
NA	0	0	NA	crov023	561	hypothetical protein
NA	0	0	NA	crov024	240	hypothetical protein
NA	0	0	NA	crov025	360	hypothetical protein
NA	0	0	NA	crov026	885	hypothetical protein
NA	3	1207	NA	crov027	996	hypothetical protein
NA	0	0	NA	crov028	234	hypothetical protein
NA	3	708	NA	crov029	555	hypothetical protein
NA	0	0	NA	crov030	186	hypothetical protein
NA	4	2872	NA	crov031	1236	hypothetical protein
NA	1	29	NA	crov032	483	hypothetical protein
NA	0	0	NA	crov033	234	hypothetical protein
NA	4	451	NA	crov034	516	hypothetical protein
NA	2	127	NA	crov035	2463	hypothetical protein
NA	1	38	NA	crov036	2436	putative Lon protease
NA	1	32	NA	crov037	966	putative DNA endonuclease
NA	1	76	NA	crov038	2115	"putative 5-3 exoribonuclease"
NA	2	72	NA	crov039	462	hypothetical protein
NA	0	0	NA	crov040	237	hypothetical protein
NA	0	0	NA	crov041	981	hypothetical protein
NA	0	0	NA	crov042	192	hypothetical protein
NA	8	1271	NA	crov043	1758	putative RecQ-like ATP-dependent DNA helicase
NA	0	0	NA	crov044	219	hypothetical protein
NA	1	250	NA	crov045	348	hypothetical protein
NA	0	0	NA	crov046	231	hypothetical protein
NA	0	0	NA	crov047	2892	hypothetical protein
NA	3	669	NA	crov048	1350	putative exodeoxyribonuclease VII large subunit
NA	0	0	NA	crov049	372	hypothetical protein
NA	0	0	NA	crov050	261	hypothetical protein
NA	0	0	NA	crov051	1017	putative alkylated DNA repair protein
NA	1	40	NA	crov052	351	hypothetical protein
NA	0	0	NA	crov053	411	putative eIF-2B/eIF-5
NA	0	0	NA	crov054	561	hypothetical protein
NA	0	0	NA	crov055	444	hypothetical protein
NA	1	1	NA	crov056	594	putative DNA polymerase III alpha subunit
NA	0	0	NA	crov057	1947	hypothetical protein
NA	0	0	NA	crov058	477	putative ubiquitin-conjugating enzyme E2
NA	7	1054	NA	crov059	1215	hypothetical protein
NA	0	0	NA	crov060	723	hypothetical protein
NA	0	0	NA	crov061	1158	"putative 3-5 exonuclease/tRNA(Ile) lysidine synthetase"
NA	0	0	NA	crov062	1089	hypothetical protein
NA	0	0	NA	crov063	327	putative SUI1/eIF-1
NA	0	0	NA	crov064	540	hypothetical protein
NA	0	0	NA	crov065	549	putative eIF-2B/eIF-5
NA	0	0	NA	crov066	273	hypothetical protein
NA	0	0	NA	crov067	1866	putative metalloendopeptidase
NA	4	2306	NA	crov068	1884	hypothetical protein
NA	0	0	NA	crov069	492	"putative deoxyuridine 5-triphosphate nucleotidohydrolase"
NA	2	121	NA	crov070	360	hypothetical protein
NA	0	0	NA	crov071	732	putative tRNA pseudouridine 5S synthase
NA	0	0	NA	crov072	2322	putative superfamily II helicase
NA	0	0	NA	crov073	651	hypothetical protein
NA	0	0	NA	crov074	894	putative DNA N6-adenine methyltransferase
NA	0	0	NA	crov075	1671	putative asparagine synthetase B
