GOA	RepOver	RepCov	Gene	Locus	GeneLen	Product
NA	104	8542	NA	IIV6gp001	212482	468L
NA	0	0	NA	IIV6gp002	195	001R
NA	0	0	NA	IIV6gp003	174	002R
NA	0	0	NA	IIV6gp004	237	003R
NA	0	0	NA	IIV6gp005	129	004R
NA	0	0	NA	IIV6gp006	243	005R
NA	0	0	NA	IIV6gp007	1059	006L
NA	0	0	NA	IIV6gp008	159	007R
NA	0	0	NA	IIV6gp009	123	008R
NA	0	0	NA	IIV6gp010	258	009R
NA	0	0	NA	IIV6gp011	363	010R
NA	0	0	NA	IIV6gp012	150	011L
NA	0	0	EXO2	IIV6gp013	1875	012L
NA	0	0	NA	IIV6gp014	123	013R
NA	0	0	NA	IIV6gp015	237	014R
NA	0	0	NA	IIV6gp016	156	015R
NA	0	0	EXO2	IIV6gp013	258	016L
NA	0	0	NA	IIV6gp017	159	017R
NA	0	0	NA	IIV6gp018	171	018R
NA	0	0	NA	IIV6gp019	840	019R
NA	0	0	NA	IIV6gp020	132	020L
NA	0	0	NA	IIV6gp021	141	021R
NA	0	0	NTP1	IIV6gp022	3516	022L
NA	0	0	NTP1	IIV6gp022	126	023L
NA	0	0	NTP1	IIV6gp022	252	024L
NA	0	0	NA	IIV6gp023	138	025R
NA	0	0	NA	IIV6gp024	180	026R
NA	0	0	NTP1	IIV6gp022	159	027L
NA	0	0	NTP1	IIV6gp022	165	028L
NA	0	0	NA	IIV6gp025	390	029R
NA	0	0	HELI	IIV6gp026	1593	030L
NA	0	0	NA	IIV6gp027	132	031R
NA	0	0	NA	IIV6gp028	303	032R
NA	0	0	NA	IIV6gp029	150	033L
NA	0	0	NA	IIV6gp030	405	034R
NA	0	0	NA	IIV6gp031	156	035L
NA	0	0	NA	IIV6gp032	129	036R
NA	0	0	DPOL	IIV6gp033	3822	037L
NA	0	0	NA	IIV6gp034	147	038R
NA	0	0	NA	IIV6gp035	150	039R
NA	0	0	NA	IIV6gp036	123	040R
NA	2	99	NA	IIV6gp037	369	041L
NA	1	66	NA	IIV6gp038	285	042R
NA	0	0	NA	IIV6gp039	351	043L
NA	0	0	NA	IIV6gp040	198	044R
NA	0	0	TOP2	IIV6gp041	3399	045L
NA	0	0	NA	IIV6gp042	156	046R
NA	0	0	NA	IIV6gp043	243	047R
NA	0	0	NA	IIV6gp044	249	048R
NA	1	38	NA	IIV6gp045	372	049L
NA	0	0	NA	IIV6gp046	3159	050L
NA	0	0	NA	IIV6gp047	186	051R
NA	0	0	NA	IIV6gp048	156	052R
