GOA	RepOver	RepCov	Gene	Locus	GeneLen	Product
NA	0	0	NA	D1T48_gp01	198	hypothetical protein
NA	0	0	NA	D1T48_gp02	384	hypothetical protein
NA	0	0	NA	D1T48_gp03	174	hypothetical protein
NA	0	0	NA	D1T48_gp04	192	hypothetical protein
NA	0	0	NA	D1T48_gp05	246	hypothetical protein
NA	0	0	NA	D1T48_gp06	222	hypothetical protein
GOA:P19270	0	0	NA	D1T48_gp07	342	hypothetical protein
NA	0	0	NA	D1T48_gp08	267	hypothetical protein
NA	0	0	NA	D1T48_gp09	177	hypothetical protein
NA	0	0	NA	D1T48_gp10	171	hypothetical protein
NA	0	0	NA	D1T48_gp11	213	hypothetical protein
NA	0	0	NA	D1T48_gp12	252	hypothetical protein
NA	0	0	NA	D1T48_gp13	300	hypothetical protein
NA	0	0	NA	D1T48_gp14	405	hypothetical protein
NA	2	77	NA	D1T48_gp15	426	hypothetical protein
NA	0	0	NA	D1T48_gp16	192	hypothetical protein
NA	0	0	NA	D1T48_gp17	168	hypothetical protein
NA	0	0	NA	D1T48_gp18	432	hypothetical protein
GOA:P19271	0	0	NA	D1T48_gp19	420	hypothetical protein
NA	0	0	NA	D1T48_gp20	441	hypothetical protein
GOA:P19272	0	0	NA	D1T48_gp21	483	hypothetical protein
NA	0	0	NA	D1T48_gp22	153	hypothetical protein
NA	0	0	NA	D1T48_gp23	273	hypothetical protein
NA	0	0	NA	D1T48_gp24	699	hypothetical protein
GOA:P19297	0	0	NA	D1T48_gp25	1059	hypothetical protein
NA	0	0	NA	D1T48_gp26	216	hypothetical protein
NA	0	0	NA	D1T48_gp27	156	hypothetical protein
NA	0	0	NA	D1T48_gp28	549	hypothetical protein
NA	0	0	NA	D1T48_gp29	192	hypothetical protein
NA	0	0	NA	D1T48_gp30	204	hypothetical protein
NA	0	0	NA	D1T48_gp31	231	hypothetical protein
NA	0	0	NA	D1T48_gp32	1017	hypothetical protein
NA	0	0	NA	D1T48_gp33	162	hypothetical protein
NA	4	331	NA	D1T48_gp34	1083	hypothetical protein
NA	0	0	NA	D1T48_gp35	159	hypothetical protein
NA	0	0	NA	D1T48_gp36	321	hypothetical protein
GOA:P19273	0	0	NA	D1T48_gp37	663	hypothetical protein
