GOA	RepOver	RepCov	Gene	Locus	GeneLen	Product
NA	0	0	NA	PyrSV_gp01	741	hypothetical protein
NA	0	0	NA	PyrSV_gp02	1746	hypothetical protein
NA	0	0	NA	PyrSV_gp03	942	hypothetical protein
NA	0	0	NA	PyrSV_gp04	498	hypothetical protein
NA	0	0	NA	PyrSV_gp05	498	hypothetical protein
NA	0	0	NA	PyrSV_gp06	186	hypothetical protein
NA	0	0	NA	PyrSV_gp07	516	hypothetical protein
NA	0	0	NA	PyrSV_gp08	264	hypothetical protein
NA	0	0	NA	PyrSV_gp09	411	hypothetical protein
NA	0	0	NA	PyrSV_gp10	705	hypothetical protein
NA	0	0	NA	PyrSV_gp11	717	hypothetical protein
NA	0	0	NA	PyrSV_gp12	633	hypothetical protein
NA	0	0	NA	PyrSV_gp13	321	hypothetical protein
NA	0	0	NA	PyrSV_gp14	360	hypothetical protein
NA	0	0	NA	PyrSV_gp15	684	hypothetical protein
NA	0	0	NA	PyrSV_gp16	759	hypothetical protein
NA	0	0	NA	PyrSV_gp17	882	hypothetical protein
NA	0	0	NA	PyrSV_gp18	351	hypothetical protein
GOA:Q6ZYI4	0	0	vp3	PyrSV_gp19	762	virus coat protein VP3
GOA:Q6ZYI3	0	0	vp2	PyrSV_gp20	741	virus coat protein VP2
NA	0	0	NA	PyrSV_gp21	951	hypothetical protein
NA	0	0	NA	PyrSV_gp22	402	hypothetical protein
NA	0	0	NA	PyrSV_gp23	414	hypothetical protein
NA	0	0	NA	PyrSV_gp24	228	hypothetical protein
NA	0	0	NA	PyrSV_gp25	489	hypothetical protein
NA	0	0	NA	PyrSV_gp26	291	hypothetical protein
NA	0	0	NA	PyrSV_gp27	315	hypothetical protein
NA	0	0	NA	PyrSV_gp28	228	hypothetical protein
NA	0	0	NA	PyrSV_gp29	225	hypothetical protein
NA	0	0	NA	PyrSV_gp30	810	hypothetical protein
NA	0	0	NA	PyrSV_gp31	846	hypothetical protein
NA	0	0	NA	PyrSV_gp32	393	hypothetical protein
NA	0	0	NA	PyrSV_gp33	450	hypothetical protein
NA	0	0	NA	PyrSV_gp34	594	hypothetical protein
NA	0	0	NA	PyrSV_gp35	501	hypothetical protein
NA	0	0	NA	PyrSV_gp36	273	hypothetical protein
NA	0	0	NA	PyrSV_gp37	387	hypothetical protein
NA	0	0	NA	PyrSV_gp38	303	hypothetical protein
NA	0	0	NA	PyrSV_gp39	528	hypothetical protein
NA	0	0	NA	PyrSV_gp40	537	hypothetical protein
NA	0	0	NA	PyrSV_gp41	513	hypothetical protein
NA	0	0	NA	PyrSV_gp42	306	hypothetical protein
NA	0	0	NA	PyrSV_gp43	513	hypothetical protein
NA	0	0	NA	PyrSV_gp44	315	hypothetical protein
NA	0	0	NA	PyrSV_gp45	264	hypothetical protein
NA	0	0	NA	PyrSV_gp46	549	hypothetical protein
NA	0	0	NA	PyrSV_gp47	378	hypothetical protein
NA	0	0	NA	PyrSV_gp48	708	hypothetical protein
